id,title,season
38091,Hachigatsu no Cinderella Nine (TV),Spring 2019
38098,Mix,Spring 2019
38101,5-toubun no Hanayome,Winter 2019
38128,Zhu Zhu Xia: Guang Ming Shou Wei Zhe,Spring 2016
38129,Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,Fall 2016
38131,Zhu Zhu Xia: Chao Xing Meng Chong,Spring 2017
38138,Zhu Zhu Xia: Jing Qiu Xiao Yingxiong,Spring 2018
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",Winter 2019
38147,Hoshi no Shima no Nyanko,Fall 2018
38150,Namu Amida Butsu!: Rendai Utena,Spring 2019
38157,Circlet Princess,Winter 2019
38161,Kabukichou Sherlock,Fall 2019
38162,Rinshi!! Ekoda-chan,Winter 2019
38166,Malta no Bouken Season 3,Spring 2017
38186,Bokutachi wa Benkyou ga Dekinai,Spring 2019
38199,Bermuda Triangle: Colorful Pastrale,Winter 2019
38203,The iDOLM@STER SideM: Wake Atte Mini!,Fall 2018
38212,"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",Fall 2018
38226,Choukadou Girl ⅙,Spring 2019
38235,Inazuma Eleven: Orion no Kokuin,Fall 2018
38251,"Sono Toki, Kanojo wa.",Fall 2018
38254,Hashiri Tsuzukete Yokattatte.,Fall 2018
38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),Winter 2020
38262,Pingu in the City (2018),Fall 2018
38268,Hangyakusei Million Arthur 2nd Season,Spring 2019
38276,Houkago Saikoro Club,Fall 2019
38284,Devidol!,Fall 2018
38295,Joshikausei,Spring 2019
38297,"Maou-sama, Retry!",Summer 2019
38301,Kouya no Kotobuki Hikoutai,Winter 2019
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,Winter 2020
38328,Azur Lane,Fall 2019
38331,Stand My Heroes: Piece of Truth,Fall 2019
38337,Gochuumon wa Usagi Desu ka? Bloom,Fall 2020
38365,Aigan Kaijuu,Fall 2018
38390,Chuubyou Gekihatsu Boy,Fall 2019
38397,Nande Koko ni Sensei ga!?,Spring 2019
38408,Boku no Hero Academia 4th Season,Fall 2019
38427,Daifuku-kun@Kin Tele,Fall 2018
38449,Choujigen Kakumei Anime: Dimension High School,Winter 2019
38451,Reizouko no Tsukenosuke!,Fall 2018
38472,Isekai Quartet,Spring 2019
38476,Heya Camp△,Winter 2020
38480,Toaru Kagaku no Accelerator,Summer 2019
38481,Toaru Kagaku no Railgun T,Winter 2020
38483,Ore wo Suki nano wa Omae dake ka yo,Fall 2019
38524,Shingeki no Kyojin Season 3 Part 2,Spring 2019
38526,Chuldong! Super Wings 2,Spring 2017
38529,Rifle Is Beautiful,Fall 2019
38544,Egao no Daika,Winter 2019
38549,TV Yarou Nanaana,Spring 2018
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Spring 2020
38560,Sylvanian Families: Mini Story 2nd Season,Fall 2018
38572,Assassins Pride,Fall 2019
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,Summer 2019
38578,Star☆Twinkle Precure,Winter 2019
38610,Tejina-senpai,Summer 2019
38611,Power Battle Watch Car,Spring 2016
38612,Power Battle Watch Car Season 2,Summer 2016
38619,Joshikousei no Mudazukai,Summer 2019
38631,Kkoma Bus Tayo 5,Summer 2018
38656,Darwin's Game,Winter 2020
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,Fall 2019
38668,Dorohedoro,Winter 2020
38669,Tsukiuta. The Animation 2,Fall 2020
38670,Actors: Songs Connection,Fall 2019
38671,Enen no Shouboutai,Summer 2019
38673,Mini Toji,Winter 2019
38680,Fruits Basket 1st Season,Spring 2019
38691,Dr. Stone,Summer 2019
38707,RobiHachi,Spring 2019
38731,Diamond no Ace: Act II,Spring 2019
38753,Araburu Kisetsu no Otome-domo yo.,Summer 2019
38759,Sewayaki Kitsune no Senko-san,Spring 2019
38767,Cinderella Girls Gekijou: Climax Season,Spring 2019
38776,Manul no Yuube,Fall 2018
38778,Midara na Ao-chan wa Benkyou ga Dekinai,Spring 2019
38787,Senryuu Shoujo,Spring 2019
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Winter 2020
38797,"Papa datte, Shitai",Winter 2019
38804,Kiratto Pri☆chan Season 2,Spring 2019
38814,Nobunaga-sensei no Osanazuma,Spring 2019
38830,"Hachi-nan tte, Sore wa Nai deshou!",Spring 2020
38835,Umayon,Summer 2020
38843,Shironeko Project: Zero Chronicle,Spring 2020
38851,Virtual-san wa Miteiru,Winter 2019
38857,Neko no Nyagh: Nya Misérables,Spring 2019
38860,Bakumatsu: Crisis,Spring 2019
38881,Jimoto ga Japan,Spring 2019
38883,Haikyuu!! To the Top,Winter 2020
38889,Kono Oto Tomare! 2nd Season,Fall 2019
38909,Infinite Dendrogram,Winter 2020
38920,Kochouki: Wakaki Nobunaga,Summer 2019
38923,Sinbi Apateu: Ghost Ball Bimil,Summer 2016
38924,Nekopara,Winter 2020
38940,Cop Craft,Summer 2019
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,Summer 2019
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,Winter 2020
38993,Karakai Jouzu no Takagi-san 2,Summer 2019
39003,Kyou mo Tsuno ga Aru,Winter 2019
39007,Kawauso Labo,Winter 2019
39012,Capsule Boy 2: Ujuleul Jikyeola,Winter 2019
39017,Kyokou Suiri,Winter 2020
39026,Dumbbell Nan Kilo Moteru?,Summer 2019
39030,Hataage! Kemono Michi,Fall 2019
39031,B Rappers Street,Spring 2019
39039,Duel Masters!!,Spring 2019
39040,Kedama no Gonjirou,Spring 2019
39063,Fairy Gone,Spring 2019
39071,Machikado Mazoku,Summer 2019
39078,Aikatsu Friends!: Kagayaki no Jewel,Spring 2019
39183,Super Shiro,Fall 2019
39184,A3! Season Spring & Summer,Winter 2020
39194,Shin Chuuka Ichiban!,Fall 2019
39195,Beastars,Fall 2019
39196,Mairimashita! Iruma-kun,Fall 2019
39198,Kanata no Astra,Summer 2019
39199,Katsute Kami Datta Kemono-tachi e,Summer 2019
39221,Bem,Summer 2019
39244,Cardfight!! Vanguard: Zoku Koukousei-hen,Spring 2019
39277,Youkai Watch!,Spring 2019
39282,Beyblade Burst Gachi,Spring 2019
39292,Princess Connect! Re:Dive,Spring 2020
39324,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",Summer 2019
39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,Summer 2019
39337,Araiya-san!: Ore to Aitsu ga Onnayu de!?,Spring 2019
39355,Radiant 2nd Season,Fall 2019
39356,Neko Neko Nihonshi 4th Season,Spring 2019
39388,Koisuru Asteroid,Winter 2020
39417,Granbelm,Summer 2019
39456,Sounan Desu ka?,Summer 2019
39457,Shounen Ashibe: Go! Go! Goma-chan 4,Spring 2019
39463,Gleipnir,Spring 2020
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Fall 2019
39469,Tsugu Tsugumomo,Spring 2020
39491,Psycho-Pass 3,Fall 2019
39506,Phantasy Star Online 2: Episode Oracle,Fall 2019
39523,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,Fall 2019
39527,Try Knights,Summer 2019
39531,Kuutei Dragons,Winter 2020
39533,Given,Summer 2019
39534,Jibaku Shounen Hanako-kun,Winter 2020
39539,No Guns Life,Fall 2019
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Summer 2020
39567,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,Fall 2019
39570,High Score Girl II,Fall 2019
39572,Wangu Xian Qiong III: Eren Gu Pian,Spring 2019
39575,Somali to Mori no Kamisama,Winter 2020
39581,TV Yarou Nanaana: Wakuwaku Doukutsu Land,Spring 2019
39582,Kitsutsuki Tanteidokoro,Spring 2020
39583,number24,Winter 2020
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Summer 2020
39590,Africa no Salaryman (TV),Fall 2019
39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,Spring 2019
39597,Sword Art Online: Alicization - War of Underworld,Fall 2019
39609,Ochikobore Fruit Tart,Fall 2020
39620,Hakata Mentai! Pirikarako-chan,Summer 2019
39622,Bakugan: Battle Planet,Spring 2019
39635,Daifuku-kun@Kin Tele 2nd Season,Spring 2019
39664,Gifu no Tatekayoko,Spring 2019
39668,Watanuki-san Chi no,Spring 2019
39679,Ju Bing Chang Cheng Zhuan,Winter 2019
39681,D4DJ: First Mix,Fall 2020
39699,King of Prism: Shiny Seven Stars,Spring 2019
39701,Nanatsu no Taizai: Kamigami no Gekirin,Fall 2019
39710,Yesterday wo Utatte,Spring 2020
39730,Houkago Teibou Nisshi,Spring 2020
39790,Adachi to Shimamura,Fall 2020
39792,Eizouken ni wa Te wo Dasu na!,Winter 2020
39798,Zhu Zhu Xia: Konglong Riji,Spring 2019
39799,Val x Love,Fall 2019
39811,Fairy Gone 2nd Season,Fall 2019
39820,Chuldong! Super Wings 3,Fall 2018
39836,Yami Shibai 7,Summer 2019
39918,Shining Star,Fall 2017
39940,Shokugeki no Souma: Shin no Sara,Fall 2019
39942,Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020
39948,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Summer 2020
39959,Ani ni Tsukeru Kusuri wa Nai! 3,Fall 2019
39960,Yatogame-chan Kansatsu Nikki Nisatsume,Winter 2020
39963,Yubisaki kara Honki no Netsujou: Osananajimi wa Shouboushi,Summer 2019
39966,Tamayomi,Spring 2020
39978,Waresho! Warera! Shodobutsu Aigo Iinkai,Summer 2019
39979,Business Fish,Summer 2019
39988,Isekai Quartet 2,Winter 2020
40004,Bokutachi wa Benkyou ga Dekinai!,Fall 2019
40010,Ishuzoku Reviewers,Winter 2020
40040,Odoru Mowai-kun,Summer 2019
40045,Motto! Majime ni Fumajime Kaiketsu Zorori,Spring 2020
40046,Id:Invaded,Winter 2020
40052,Great Pretender,Summer 2020
40056,Deca-Dence,Summer 2020
40059,Golden Kamuy 3rd Season,Fall 2020
40060,BNA,Spring 2020
40074,Gibiate,Summer 2020
40075,Koi to Producer: EVOL×LOVE,Summer 2020
40085,Maesetsu!,Fall 2020
40092,Xiao Hua Xian 3rd Season: Shou Hu Tian Shi,Spring 2017
40128,Arte,Spring 2020
40129,Rebirth,Winter 2020
40136,Oda Cinnamon Nobunaga,Winter 2020
40137,ARP Backstage Pass,Winter 2020
40145,Yu☆Gi☆Oh!: Sevens,Spring 2020
40148,22/7,Winter 2020
40165,Listeners,Spring 2020
40166,Zoids Wild Zero,Fall 2019
40167,Cardfight!! Vanguard: Shinemon-hen,Summer 2019
40196,Kandagawa Jet Girls,Fall 2019
40197,Urashimasakatasen no Nichijou,Fall 2019
40221,Kami no Tou,Spring 2020
40228,Bananya: Fushigi na Nakama-tachi,Fall 2019
40230,Housekishou Richard-shi no Nazo Kantei,Winter 2020
40249,Ba La La Xiao Mo Xian Zhi: Mofa Hai Ying Bao,Fall 2018
40254,XL Joushi.,Fall 2019
40266,Aikatsu on Parade!,Fall 2019
40272,A3! Season Autumn & Winter,Fall 2020
40320,Tenka Hyakken: Meiji-kan e Youkoso!,Fall 2019
40327,Mewkledreamy,Spring 2020
40351,Pokemon (2019),Fall 2019
40358,Gal to Kyouryuu,Spring 2020
40359,Ikebukuro West Gate Park,Fall 2020
40367,Go! Go! Atom,Fall 2019
40368,Egg Car,Fall 2019
40392,Runway de Waratte,Winter 2020
40397,Maoujou de Oyasumi,Fall 2020
40403,Shin Sakura Taisen the Animation,Spring 2020
40417,Fruits Basket 2nd Season,Spring 2020
40423,Taeko no Nichijou,Fall 2019
40436,Peter Grill to Kenja no Jikan,Summer 2020
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Fall 2020
40455,Sylvanian Families: Mini Story - Clover,Fall 2019
40473,Chou Futsuu Toshi Kashiwa Densetsu R,Summer 2020
40483,Murenase! Seton Gakuen,Winter 2020
40487,Eily wa Ou-sama!,Fall 2019
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",Summer 2020
40497,Mahouka Koukou no Rettousei: Raihousha-hen,Fall 2020
40504,Major 2nd (TV) 2nd Season,Spring 2020
40506,Shadowverse (TV),Spring 2020
40513,Nami yo Kiitekure,Spring 2020
40529,No Guns Life 2nd Season,Summer 2020
40532,Appare-Ranman!,Spring 2020
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,Summer 2020
40571,Majo no Tabitabi,Fall 2020
40589,ColoColo Animal ABC@Kin Tele,Fall 2019
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Spring 2020
40595,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",Fall 2020
40610,Healin' Good♡Precure,Winter 2020
40623,Dokyuu Hentai HxEros,Summer 2020
40677,Argonavis from BanG Dream!,Spring 2020
40682,Kingdom 3rd Season,Spring 2020
40708,Monster Musume no Oishasan,Summer 2020
40714,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,Winter 2020
40716,Kakushigoto (TV),Spring 2020
40738,Natsunagu!,Winter 2020
40746,Overflow,Winter 2020
40748,Jujutsu Kaisen (TV),Fall 2020
40758,Hulaing Babies Petit,Winter 2020
40763,Show By Rock!! Mashumairesh!!,Winter 2020
40776,Haikyuu!! To the Top 2nd Season,Fall 2020
40783,"Shachou, Battle no Jikan Desu!",Spring 2020
40803,Hypnosis Mic: Division Rap Battle - Rhyme Anima,Fall 2020
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Spring 2020
40832,Mukashi Keibanashi,Fall 2019
40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,Fall 2020
40839,"Kanojo, Okarishimasu",Summer 2020
40850,Breakers,Winter 2020
40879,Love Live! Nijigasaki Gakuen School Idol Doukoukai,Fall 2020
40880,Kiratto Pri☆chan Season 3,Spring 2020
40893,Komatta Jiisan,Spring 2020
40902,Shokugeki no Souma: Gou no Sara,Spring 2020
40906,Dragon Quest: Dai no Daibouken (2020),Fall 2020
40911,Yuukoku no Moriarty,Fall 2020
40934,Bungou to Alchemist: Shinpan no Haguruma,Spring 2020
40953,Lalalacoco,Winter 2020
40956,Enen no Shouboutai: Ni no Shou,Summer 2020
40958,Rail Romanesque,Fall 2020
40974,Kuma Kuma Kuma Bear,Fall 2020
40983,Hakushon Daimaou 2020,Spring 2020
40995,Hentatsu (TV),Winter 2020
41006,Higurashi no Naku Koro ni Gou,Fall 2020
41062,Tomica Kizuna Gattai: Earth Granner,Spring 2020
41074,Digimon Adventure:,Spring 2020
41101,Poccolies,Spring 2020
41120,Fugou Keiji: Balance:Unlimited,Spring 2020
41226,Uzaki-chan wa Asobitai!,Summer 2020
41266,Bessatsu Olympia Kyklos,Spring 2020
41276,Onigiri ni Naritai Cogimyun,Winter 2020
41277,Rainbow Ruby,Spring 2017
41283,Cardfight!! Vanguard Gaiden: If,Spring 2020
41312,Kami-tachi ni Hirowareta Otoko,Fall 2020
41332,Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,Spring 2020
41345,Noblesse,Fall 2020
41349,Ooya-san to Boku,Spring 2020
41353,The God of High School,Summer 2020
41364,One Room Third Season,Fall 2020
41372,Senyoku no Sigrdrifa,Fall 2020
41380,100-man no Inochi no Ue ni Ore wa Tatteiru,Fall 2020
41381,Garugaku.: Sei Girls Square Gakuin,Spring 2020
41384,Norimono Man: Mobile Land no Car-kun,Spring 2020
41389,Tonikaku Kawaii,Fall 2020
41401,TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,Spring 2020
41404,Neko Neko Nihonshi 5th Season,Spring 2020
41405,Bakugan: Armored Alliance,Spring 2020
41426,Watanuki-san Chi to,Spring 2020
41433,Akudama Drive,Fall 2020
41440,"Anoyo no Subete wa, Obake-gumi!",Spring 2020
41466,Kyojinzoku no Hanayome,Summer 2020
41470,Micchiri Wanko! Animation,Spring 2020
41529,Duel Masters King,Spring 2020
41558,Asatir: Mirai no Mukashi Banashi,Spring 2020
41574,Guraburu!,Fall 2020
41619,Munou na Nana,Fall 2020
41635,Zhu Zhu Xia: Jing Su Xiao Yingxiong,Fall 2019
41638,Bite-Choicar,Spring 2020
41667,Monkateu,Summer 2017
41686,Zo Zo Zo Zombie-kun (TV),Spring 2020
41783,Iwa Kakeru!: Sport Climbing Girls,Fall 2020
41807,Get Up! Get Live! #Geragera,Summer 2020
41834,King's Raid: Ishi wo Tsugumono-tachi,Fall 2020
41911,Hanyou no Yashahime: Sengoku Otogizoushi,Fall 2020
41930,Kamisama ni Natta Hi,Fall 2020
41951,Mukashi Keibanashi 2nd Season,Spring 2020
42090,Taeko no Nichijou 2nd Season,Summer 2020
42144,Jingju Mao Zhi Xinnian de Maoxian,Summer 2017
42145,Hulaing Babies Aratame: Staying Babies,Summer 2020
42146,Jingju Mao Zhi Cheng Feng Polang,Summer 2018
42179,Lalalacoco II,Summer 2020
42260,Ninja Collection,Summer 2020
42295,Fushigi Dagashiya: Zenitendou,Fall 2020
42391,Osomatsu-san 3rd Season,Fall 2020
42414,Eternity: Shinya no Nurekoi Channel ♡,Fall 2020
42468,Zhandou Wang Zhi Jufeng Zhan Hun 5,Fall 2018
42482,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,Fall 2020
42514,Anime Kapibara-san,Fall 2020
42517,Ookami-san wa Taberaretai,Summer 2020
42571,Dogeza de Tanondemita,Fall 2020
42657,Himitsukessha Taka no Tsume: Golden Spell,Fall 2020
42668,Taisou Zamurai,Fall 2020
42714,Otona nya Koi no Shikata ga Wakaranee!,Fall 2020
42717,Kaeru no Pickles: Kimochi no Iro,Fall 2020
42740,Ji Jia Shou Shen Zhi Baolie Feiche,Spring 2016
42883,Sore dake ga Neck,Fall 2020
42979,Zhandou Wang Zhi Jufeng Zhan Hun 5: Heti Fanwai Pian,Winter 2020
42998,Awajishima no Shichifukujin,Fall 2020
43350,Gebäude Bäude,Fall 2020
43416,Kaoru no Taisetsu na Mono,Fall 2020
43611,Xin Hulu Xiongdi,Summer 2016
43684,Semi wa Magic Cube,Summer 2018
43729,Semi wa Magic Cube 2nd Season,Spring 2020
44148,Sai Er Hao Season 6: Cangqiong Liehuo,Winter 2016
44149,Sai Er Hao Season 7: Yuzhou Zhi Yan,Summer 2016
44151,Sai Er Hao Season 8: Huanmeng Zhan Ji,Winter 2017
48262,Sigan Yeohaengja Luke,Spring 2020
48263,Synostone,Spring 2019
48323,Zombie Dumb,Spring 2016
48326,Geo Mecha: Beast Guardian,Winter 2017
48332,Chuldong! Animal Rescue,Winter 2019
48333,Steel Fire Brigade Fire Robo,Summer 2016
48343,Catch! Tiniping,Spring 2020
48344,Taoleujima Beoseuteo,Winter 2017
48350,Bbasha Mecard,Spring 2019
48594,Pittanko!! Nekozakana (2020),Summer 2020
48762,Bbasha Mecard S,Fall 2019
49070,Geo Mecha: Captain Dino,Summer 2017
49071,Wonder Balls Season 2,Winter 2019
49326,Ma-eum-uisoli,Summer 2016
50997,Ma-eum-uisoli Season 2,Spring 2020
